42028  150030173  4984 100                                 6
42059  219176630  4907  98 -0.45 0.10 12.10 0.66 3.01 0.43 4
42103  261237964  5163 160 -0.31 0.25  8.66 0.27 2.36 0.18 5
42120  260045759  4917  98 -0.39 0.24  6.45 0.18 1.30 0.09 5
42139  141628215  4866 127 -0.21 0.16 10.82 0.65 1.61 0.28 5
42193  260044101  4895  98                                 6
42211  260045029  4681  94  0.46 0.15  7.05 0.18 1.18 0.07 5
42228  150063627  4934 117 -0.22 0.29  9.14 0.40 1.39 0.16 5
42229  150062447  5349 107 -0.41 0.10  2.28 0.08 1.05 0.11 5
42230  141686135  4528  91 -0.19 0.21 16.74 0.63 1.19 0.12 5
42268  141628131  4993 100 -0.00 0.15  3.44 0.13 0.96 0.10 5
42307  260074581  4832 126 -0.30 0.16 10.37 0.40 1.16 0.12 5
42348  141707945  4640  93 -0.37 0.10 11.04 0.26 2.12 0.12 4
42427  150099317  4777 105 -0.07 0.20 11.71 0.31 1.45 0.10 5
42451  150099534  4559  91 -0.31 0.30 14.63 0.60 1.36 0.15 5
42587  260079513  5035 101                                 6
42630  41173667   5026 126 -0.20 0.33  9.29 0.27 1.90 0.15 5
42685  150100925  4724  94 -0.01 0.05 10.54 0.30 1.14 0.09 1
42700  219195382  5004 100                                 6
42733  261258625  4566 110  0.10 0.25  9.69 0.24 1.48 0.10 5
42764  260128301  4925  98                                 6
42934  150105680  4694  94  0.08 0.05 10.60 0.40 1.19 0.12 1
42989  150104100  5224 250 -0.61 0.52  9.89 0.51 2.45 0.32 5
42991  261260905  4130  83  0.01 0.15 22.68 1.33 0.69 0.09 5
43109  141754402  4744  95 -0.15 0.05 13.48 0.53 1.34 0.13 1
43182  150109008  4848  97 -0.12 0.05 11.12 0.26 1.44 0.09 1
43224  150109654  5135 136 -0.39 0.30  9.32 0.38 2.21 0.24 5
43225  150110102  4619  92                                 6
43313  141755432  4708  94 -0.48 0.23 12.67 0.35 1.82 0.14 5
43351  41259424   4776  96 -0.11 0.19 10.18 0.31 1.04 0.08 5
43375  150138925  4633  93 -0.09 0.07  9.23 0.29 1.16 0.09 5
43432  260188696  4728  95  0.06 0.05 11.06 0.26 1.46 0.09 1
43493  737206678  4739  95                                 6
43493  471011185  4739  95                                 6
43536  141805865  4307  86                                 6
43598  260192754  4530  91  0.00 0.10 15.85 0.36 2.05 0.12 3
43602  141770438  4722  94 -0.71 0.10  9.70 0.22 1.25 0.07 4
43638  238894812  5077 139 -0.23 0.36  9.45 0.33 2.23 0.20 5
43640  41364834   4841 114 -0.30 0.20 11.63 0.42 1.45 0.13 5
43721  260240964  4473  89  0.51 0.05 19.47 1.32 2.05 0.38 5
43738  141770583  4820  96 -0.08 0.05  4.90 0.12 1.17 0.07 1
43792  150166281  4735  95 -0.42 0.05  6.37 0.16 0.96 0.06 1
43850  260242697  5145 103 -0.08 0.05  8.69 0.49 2.59 0.41 1
